Charge Type,Charge Group,Charge Category ,Charge Code,Charge Name,Base Rate,QATARI,GCC,Resident,SHC-GCC,RHC-GCC,SHC,RHC,Visitor,Servant,Handicap,Baby
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004312,Cyproterone acetate 100 mg/mL (3 mL) INJ,86.966,0,86.966,86.966,86.966,86.966,86.966,86.966,117.404,86.966,86.966,86.966
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004313,Pirenzepine 50 mg TAB,0.994,0,0.994,0.994,0.994,0.994,0.994,0.994,1.342,0.994,0.994,0.994
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004314,DexpanthenoL 5 % (50 mg/gm) Eye Gel,19.343,0,19.343,19.343,19.343,19.343,19.343,19.343,26.113,19.343,19.343,19.343
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004315,Vitamin H (biotin)/zinc/selenium 10 mg/10 mg/55 mcg TAB,0.362,0,0.362,0.362,0.362,0.362,0.362,0.362,0.489,0.362,0.362,0.362
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004316,aMILoride/furosemide 2.5 mg/20 mg TAB,2.386,0,2.386,2.386,2.386,2.386,2.386,2.386,3.221,2.386,2.386,2.386
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004318,BisoproloL/amLODIPine 5 mg/10 mg TAB,1.401,0,1.401,1.401,1.401,1.401,1.401,1.401,1.891,1.401,1.401,1.401
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004319,Silodosin 4 mg TAB,1.855,0,1.856,1.856,1.856,1.856,1.856,1.856,2.505,1.856,1.856,1.856
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004320,Bempedoic acid/ezetimibe 180 mg/10 mg TAB,20.09,0,20.091,20.091,20.091,20.091,20.091,20.091,27.122,20.091,20.091,20.091
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004321,Dolutegravir/lamiVUDine 50 mg/300 mg TAB,109.676,0,109.676,109.676,109.676,109.676,109.676,109.676,148.063,109.676,109.676,109.676
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004322,Parathyroid hormone 100 mcg/dose (multidose) Cartridge,15270.5,0,15270.5,15270.5,15270.5,15270.5,15270.5,15270.5,20615.175,15270.5,15270.5,15270.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004323,OestradioL/Norethisterone 50 mcg/250 mcg (4 Estraderm & 4 Estragest TTS) Packet,10.812,0,10.812,10.812,10.812,10.812,10.812,10.812,14.596,10.812,10.812,10.812
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004324,"Silymarin (dried extract of milk thistle fruits, Legalon) 70 mg CAP",1.542,0,1.542,1.542,1.542,1.542,1.542,1.542,2.081,1.542,1.542,1.542
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004325,ZuclopenthixoL dihydrochloride 10 mg TAB,0.99,0,0.99,0.99,0.99,0.99,0.99,0.99,1.336,0.99,0.99,0.99
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004326,LabetaloL 100 mg Tablet,0.442,0,0.442,0.442,0.442,0.442,0.442,0.442,0.597,0.442,0.442,0.442
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004327,"Enzyme Mixture, bromelain/mycozyme/papain (Sentinel) 90 mg/60 mg/60 mg TAB",1.378,0,1.378,1.378,1.378,1.378,1.378,1.378,1.86,1.378,1.378,1.378
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004328,amLODIPine/valsartan/hydroCHLOROthiazide 10 mg/160 mg/25 mg TAB,4.851,0,4.851,4.851,4.851,4.851,4.851,4.851,6.548,4.851,4.851,4.851
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004329,Ceftaroline fosamiL 600 mg INJ,282.891,0,282.891,282.891,282.891,282.891,282.891,282.891,381.902,282.891,282.891,282.891
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004330,Levocarnitine 100 Mg Cap,5.019,0,5.019,5.019,5.019,5.019,5.019,5.019,6.775,5.019,5.019,5.019
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004331,Eptinezumab-jjmr 100 mg/mL (1 mL) INJ,12652.006,0,12652.006,12652.006,12652.006,12652.006,12652.006,12652.006,17080.207,12652.006,12652.006,12652.006
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004332,Iloprost 100 mcg/mL (1 mL) INJ,318.365,0,318.365,318.365,318.365,318.365,318.365,318.365,429.792,318.365,318.365,318.365
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004333,Avatrombopag 20 mg TAB,438,0,438,438,438,438,438,438,591.3,438,438,438
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004334,Benzalkonium Chloride/Liquid Paraffin/Isopropyl Myristate (bath Emollient) 0.5/25/25 % SOL,53.751,0,53.751,53.751,53.751,53.751,53.751,53.751,72.563,53.751,53.751,53.751
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004336,Levothyroxin 100Mcg - Liothyronine 10Mcg Tablet,1.015,0,1.015,1.015,1.015,1.015,1.015,1.015,1.371,1.015,1.015,1.015
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004337,Zinc oxide 10% SUPP,3.577,0,3.577,3.577,3.577,3.577,3.577,3.577,4.829,3.577,3.577,3.577
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004338,cloBAZam 20 mg TAB,31.525,0,31.525,31.525,31.525,31.525,31.525,31.525,42.559,31.525,31.525,31.525
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004339,Irinotecan Liposome 43Mg/10Ml Injection  (4.3Mg/Ml) Single Dose Vail,4113.405,0,4113.405,4113.405,4113.405,4113.405,4113.405,4113.405,5553.097,4113.405,4113.405,4113.405
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004340,Valproate sodium 1000 mg (controlled release) Sachet,1.166,0,1.166,1.166,1.166,1.166,1.166,1.166,1.574,1.166,1.166,1.166
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004341,Ripretinib 50 mg TAB,1783.467,0,1783.467,1783.467,1783.467,1783.467,1783.467,1783.467,2407.68,1783.467,1783.467,1783.467
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004342,Ivosidenib 250Mg Tablet,2080.5,0,2080.5,2080.5,2080.5,2080.5,2080.5,2080.5,2808.675,2080.5,2080.5,2080.5
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004343,Alpelisib 200Mg Daily Dose Tablets,593.432,0,593.432,593.432,593.432,593.432,593.432,593.432,801.133,593.432,593.432,593.432
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004344,GAVISCON ORIGINAL ANISEED ORAL SUSPENSION,34.636,0,34.636,34.636,34.636,34.636,34.636,34.636,46.759,34.636,34.636,34.636
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004345,Alginate Na/Bicarbonate Na/Carbonate Ca (Gaviscon Double Action) 250/106.5/162.5 mg/5 mL SUSP,10.804,0,10.804,10.804,10.804,10.804,10.804,10.804,14.585,10.804,10.804,10.804
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004346,GILTERITINIB 40 MG TABLET,847.636,0,847.636,847.636,847.636,847.636,847.636,847.636,1144.309,847.636,847.636,847.636
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004347,Aprepitant 40 mg CAP,318.3,0,318.3,318.3,318.3,318.3,318.3,318.3,429.705,318.3,318.3,318.3
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004348,Magnesium Amino acids chelate 133 mg TAB,0.861,0,0.861,0.861,0.861,0.861,0.861,0.861,1.163,0.861,0.861,0.861
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004349,Human Normal Immunoglobulin (Gammagard) 100 mg/mL (30 gm in 300 mL) INJ,196840.069,0,196840.069,196840.069,196840.069,196840.069,196840.069,196840.069,265734.092,196840.069,196840.069,196840.069
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004350,olmesartan/amLODIPine 20 mg/5 mg TAB,1.683,0,1.683,1.683,1.683,1.683,1.683,1.683,2.271,1.683,1.683,1.683
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004351,DOXYCYCLINE 100MG DISPERSIBLE TABLETS,3.687,0,3.687,3.687,3.687,3.687,3.687,3.687,4.977,3.687,3.687,3.687
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004352,Tazarotene 0.045% Lotion,1898.104,0,1898.104,1898.104,1898.104,1898.104,1898.104,1898.104,2562.44,1898.104,1898.104,1898.104
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004353,Tretinoin 0.05% Lotion,290.559,0,290.559,290.559,290.559,290.559,290.559,290.559,392.255,290.559,290.559,290.559
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004354,NetarsudiL/Latanoprost 0.02%/0.005% Eye Drops,1459.97,0,1459.971,1459.971,1459.971,1459.971,1459.971,1459.971,1970.96,1459.971,1459.971,1459.971
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004355,Hydroquinone 5% CRM,50.532,0,50.532,50.532,50.532,50.532,50.532,50.532,68.218,50.532,50.532,50.532
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004356,Amikacin LiposomaL 590 mg/8.4 mL (Inhalation) Nebulized SUSP,1649.447,0,1649.447,1649.447,1649.447,1649.447,1649.447,1649.447,2226.753,1649.447,1649.447,1649.447
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004358,INCLISIRAN 284 MG/1.5 ML(189MG/ML) SINGLE-DOSE PREFILLED SYRINGE,10635.744,0,10635.744,10635.744,10635.744,10635.744,10635.744,10635.744,14358.254,10635.744,10635.744,10635.744
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004360,SEMAGLUTIDE 2.4MG/0.75ML PREFILLED PEN (DELIVER SINGLE DOSE OF 2.4MG),1456.43,0,1456.43,1456.43,1456.43,1456.43,1456.43,1456.43,1966.18,1456.43,1456.43,1456.43
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004361,Testosterone (Propionate/Phenylpropionate/Isocaproate/Decanoate) 30/60/60/100 mg/mL INJ,59.175,0,59.175,59.175,59.175,59.175,59.175,59.175,79.886,59.175,59.175,59.175
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004362,Metenolone Enanthate (Methenolone Enanthate) 100 mg/mL INJ,74.955,0,74.955,74.955,74.955,74.955,74.955,74.955,101.189,74.955,74.955,74.955
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004363,Mesterolone 25 mg Tablet,1.81,0,1.81,1.81,1.81,1.81,1.81,1.81,2.443,1.81,1.81,1.81
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004364,Buprenorphine/Naloxone 2 mg/0.5 mg (sublingual) FILM,6.179,0,6.179,6.179,6.179,6.179,6.179,6.179,8.342,6.179,6.179,6.179
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004365,Buprenorphine/Naloxone 4 mg/1 mg (sublingual) FILM,66.318,0,66.318,66.318,66.318,66.318,66.318,66.318,89.529,66.318,66.318,66.318
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004366,Buprenorphine/Naloxone 8 mg/2 mg (sublingual) FILM,18.023,0,18.023,18.023,18.023,18.023,18.023,18.023,24.33,18.023,18.023,18.023
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004367,Buprenorphine/Naloxone 12 mg/3 mg (sublingual) FILM,102.635,0,102.635,102.635,102.635,102.635,102.635,102.635,138.557,102.635,102.635,102.635
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004368,BUMETANIDE 0.5 MG TABLET,2.43,0,2.43,2.43,2.43,2.43,2.43,2.43,3.28,2.43,2.43,2.43
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004369,Mexiletine 150 mg CAP,2.921,0,2.921,2.921,2.921,2.921,2.921,2.921,3.944,2.921,2.921,2.921
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004370,PERINDOPRIL 7MG & AMLODIPINE 5 MG TABLET,2.068,0,2.068,2.068,2.068,2.068,2.068,2.068,2.792,2.068,2.068,2.068
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004371,FOLIC ACID 400MCG TABLETS,0.058,0,0.058,0.058,0.058,0.058,0.058,0.058,0.078,0.058,0.058,0.058
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004372,Alpha lipoic acid 150 mg CAP,0.211,0,0.211,0.211,0.211,0.211,0.211,0.211,0.285,0.211,0.211,0.211
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004374,MEROPENEM AND VABORBACTAM 2G PER VIAL FOR INTRAVENOUS INFUSION (SINGLE DOSE ONLY),815.82,0,815.82,815.82,815.82,815.82,815.82,815.82,1101.357,815.82,815.82,815.82
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004375,DEXLANSOPRAZOLE 30 MG   DELAYED-RELEASE CAPSULE,46.445,0,46.445,46.445,46.445,46.445,46.445,46.445,62.701,46.445,46.445,46.445
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004376,FINASTERIDE 5 MG TABLET,0.695,0,0.695,0.695,0.695,0.695,0.695,0.695,0.938,0.695,0.695,0.695
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004377,PEGINTERFERON BETA-1a (63-94 MCG)? PRE-FILLED PEN {STARTER PACK},37983.981,0,37983.981,37983.981,37983.981,37983.981,37983.981,37983.981,51278.375,37983.981,37983.981,37983.981
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004378,Interferon beta-1a (PEG) 125 mcg PEN INJ,3734.57,0,3734.57,3734.57,3734.57,3734.57,3734.57,3734.57,5041.669,3734.57,3734.57,3734.57
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004379,Ticagrelor 60 mg TABLET,5.407,0,5.407,5.407,5.407,5.407,5.407,5.407,7.299,5.407,5.407,5.407
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004380,Methylnaltrexone Bromide 12 mg/0.6 mL INJ,127.27,0,127.27,127.27,127.27,127.27,127.27,127.27,171.815,127.27,127.27,127.27
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004381,Encorafenib 75 mg CAP,130.122,0,130.122,130.122,130.122,130.122,130.122,130.122,175.665,130.122,130.122,130.122
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004382,Cenobamate 200 mg TAB,40.353,0,40.353,40.353,40.353,40.353,40.353,40.353,54.476,40.353,40.353,40.353
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004384,Cenobamate 12.5 mg (14 TAB)/25 mg (14 TAB) Packet,36.171,0,36.172,36.172,36.172,36.172,36.172,36.172,48.832,36.172,36.172,36.172
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004385,Cenobamate 50 mg TAB,39.668,0,39.668,39.668,39.668,39.668,39.668,39.668,53.552,39.668,39.668,39.668
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004386,Cenobamate 100 mg TAB,39.668,0,39.668,39.668,39.668,39.668,39.668,39.668,53.552,39.668,39.668,39.668
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004387,Cenobamate 150 mg TAB,39.668,0,39.668,39.668,39.668,39.668,39.668,39.668,53.552,39.668,39.668,39.668
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004388,Triclabendazole 250 mg TAB,146.802,0,146.802,146.802,146.802,146.802,146.802,146.802,198.183,146.802,146.802,146.802
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004389,Macrogol 13.7G Powder For Oral Sloution Sachet,1.144,0,1.144,1.144,1.144,1.144,1.144,1.144,1.545,1.144,1.144,1.144
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004390,Budesonide 100Mcg Suspension Nasal Spray,113.216,0,113.216,113.216,113.216,113.216,113.216,113.216,152.842,113.216,113.216,113.216
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004391,PASIREOTIDE - LAR 40MG INJECTABLE SUSPENSION FOR INTRAMUSCULAR,12600,0,12600,12600,12600,12600,12600,12600,17010,12600,12600,12600
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004392,Multivitamin and Minerals CAP,2.189,0,2.189,2.189,2.189,2.189,2.189,2.189,2.955,2.189,2.189,2.189
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004393,Desvenlafaxine 100 mg (extended release) TAB,4.056,0,4.056,4.056,4.056,4.056,4.056,4.056,5.475,4.056,4.056,4.056
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004395,Cabotegravir 200 mg/mL (3 mL) ER INJ/rilpivirine 300 mg/mL (3 mL) ER INJ,25587.902,0,25587.902,25587.902,25587.902,25587.902,25587.902,25587.902,34543.668,25587.902,25587.902,25587.902
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004396,Cabotegravir 200 mg/mL (2 mL) ER INJ/rilpivirine 300 mg/mL (2 mL) ER INJ,16309.094,0,16309.094,16309.094,16309.094,16309.094,16309.094,16309.094,22017.276,16309.094,16309.094,16309.094
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004397,Cabotegravir 30 mg TAB,82.879,0,82.879,82.879,82.879,82.879,82.879,82.879,111.887,82.879,82.879,82.879
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004398,Pretomanid 200 mg TAB,91.255,0,91.255,91.255,91.255,91.255,91.255,91.255,123.194,91.255,91.255,91.255
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004399,Vosoritide 0.56 mg INJ,2505.134,0,2505.134,2505.134,2505.134,2505.134,2505.134,2505.134,3381.931,2505.134,2505.134,2505.134
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004400,Vosoritide 1.2 mg INJ,2505.134,0,2505.134,2505.134,2505.134,2505.134,2505.134,2505.134,3381.931,2505.134,2505.134,2505.134
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004401,Rimegepant 75 Mg Orally Disintegrant Tablet,467.682,0,467.682,467.682,467.682,467.682,467.682,467.682,631.371,467.682,467.682,467.682
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004402,Ropinirole 2 mg XL Tablet,0.423,0,0.423,0.423,0.423,0.423,0.423,0.423,0.571,0.423,0.423,0.423
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004403,Letermovir 240 mg Tablets,619.159,0,619.159,619.159,619.159,619.159,619.159,619.159,835.865,619.159,619.159,619.159
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004404,Semaglutide 14mg Tablet,12.334,0,12.334,12.334,12.334,12.334,12.334,12.334,16.651,12.334,12.334,12.334
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004405,Axitinib 3 mg Tab,39.17,0,39.17,39.17,39.17,39.17,39.17,39.17,52.88,39.17,39.17,39.17
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004406,"Coagulation Factor Xa (Recombinant), Inactivated -Zhzo Single Use 200Mg (10Mg/Ml) Per Vial Presaervative Free",14384.041,0,14384.041,14384.041,14384.041,14384.041,14384.041,14384.041,19418.455,14384.041,14384.041,14384.041
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004407,Diclofenac Natrium 100 mg SR Tab,8790.903,0,8790.903,8790.903,8790.903,8790.903,8790.903,8790.903,11867.719,8790.903,8790.903,8790.903
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004408,RILUZOLE ORAL SUSPENSION 50MG/10ML (5MG/ML) 300ML,478.993,0,478.993,478.993,478.993,478.993,478.993,478.993,646.64,478.993,478.993,478.993
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004409,Dexamethasone Sodium Phosphate 4mg/ml Vial,10.951,0,10.951,10.951,10.951,10.951,10.951,10.951,14.783,10.951,10.951,10.951
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004410,Tezepelumab-ekko 110 mg/mL (210 mg in 1.9 mL) PFS INJ,20672.634,0,20672.634,20672.634,20672.634,20672.634,20672.634,20672.634,27908.056,20672.634,20672.634,20672.634
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004411,Nirmatrelvir/Ritonavir 150 mg (20 Tab)/100 mg (10 Tab) Packet,1934.606,0,1934.606,1934.606,1934.606,1934.606,1934.606,1934.606,2611.718,1934.606,1934.606,1934.606
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004413,Methotrexate 7.5 mg/0.15 mL PEN INJ,543.88,0,543.88,543.88,543.88,543.88,543.88,543.88,734.238,543.88,543.88,543.88
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004414,"Bimatoprost 0.3 mg/ml & Timolol 5 mg/ml  Eye Drops,Solution, In Single-Dose Container",3.759,0,3.759,3.759,3.759,3.759,3.759,3.759,5.075,3.759,3.759,3.759
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004415,Flavoxate 100mg Tablet,2.481,0,2.481,2.481,2.481,2.481,2.481,2.481,3.349,2.481,2.481,2.481
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004416,Levothyroxine/Liothyronine 75 mcg/15 mcg TAB,0.896,0,0.896,0.896,0.896,0.896,0.896,0.896,1.209,0.896,0.896,0.896
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004417,Icosapent Ethyl   1gram  Capsule,10.769,0,10.769,10.769,10.769,10.769,10.769,10.769,14.538,10.769,10.769,10.769
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004418,Buprenorphine 0.4 mg (sublingual) TAB,1.44,0,1.44,1.44,1.44,1.44,1.44,1.44,1.943,1.44,1.44,1.44
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004419,Lofexidine Hydrochloride 200 mcg (180 mcg base) TAB,85.077,0,85.077,85.077,85.077,85.077,85.077,85.077,114.854,85.077,85.077,85.077
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004420,"Multivitamin, Minerals, Omega-3/Omega-6 CAP",1.274,0,1.274,1.274,1.274,1.274,1.274,1.274,1.719,1.274,1.274,1.274
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004421,Fam-Trastuzumab Deruxtecan-NXKI 100 mg INJ,7300,0,7300,7300,7300,7300,7300,7300,9855,7300,7300,7300
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004422,Semaglutide 1.7 mg/0.75 mL PEN INJ,1718.045,0,1718.045,1718.045,1718.045,1718.045,1718.045,1718.045,2319.36,1718.045,1718.045,1718.045
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004423,Varenicline 0.03 mg/spray (60 dose) Nasal Spray,1310.514,0,1310.514,1310.514,1310.514,1310.514,1310.514,1310.514,1769.194,1310.514,1310.514,1310.514
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004424,Molnupiravir 200 mg CAP,77.11,0,77.111,77.111,77.111,77.111,77.111,77.111,104.099,77.111,77.111,77.111
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004425,Adapalene/benzoyl peroxide (NF) 0.1%/2.5% GEL,85.665,0,85.665,85.665,85.665,85.665,85.665,85.665,115.648,85.665,85.665,85.665
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004426,Amivantamab VMJW 50 mg/mL (7 mL) INJ,7288.354,0,7288.354,7288.354,7288.354,7288.354,7288.354,7288.354,9839.278,7288.354,7288.354,7288.354
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004427,Belantamab Mafodotin BLMF 100 mg INJ,20049.354,0,20049.354,20049.354,20049.354,20049.354,20049.354,20049.354,27066.628,20049.354,20049.354,20049.354
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004428,Budesonide 4 mg (delayed release) CAP,593.158,0,593.158,593.158,593.158,593.158,593.158,593.158,800.763,593.158,593.158,593.158
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004429,K Citrate/K Hydrogen carbonate/Citric acid (Kalinor) 1.56 gm (K)/2.5 gm (citrate) effervescent TAB,1.661,0,1.661,1.661,1.661,1.661,1.661,1.661,2.242,1.661,1.661,1.661
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004431,Aluminum Chloride Hydroxide complex (Phosphonorm) 300 mg CAP,1.684,0,1.684,1.684,1.684,1.684,1.684,1.684,2.273,1.684,1.684,1.684
Pharmaceticals and Supplies,PHARMACEUTICAL SUPPLIES,Non-formulary ,8911004432,Ravulizumab-cwvz 100 mg/mL (11 mL) INJ,76422,0,76422,76422,76422,76422,76422,76422,103169.7,76422,76422,76422
